"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.889517160E0,-1.585356891E-2,3.425592184E-2,-7.490539551E-2
3.899710032E0,-1.719698310E-3,2.926194668E-2,-5.465316772E-2
3.909872385E0,-1.617951691E-2,2.982322872E-2,2.995491028E-3
3.920034739E0,-2.566312253E-2,2.307216823E-2,4.303455353E-2
3.930197092E0,-4.902334511E-2,3.709428012E-2,3.044223785E-2
3.940359446E0,-4.563297331E-2,4.057754576E-2,8.682250977E-3
3.950521799E0,-1.147121191E-2,4.600220919E-2,1.092243195E-2
3.960684153E0,-2.807557583E-2,4.364687204E-2,6.276512146E-2
3.970846506E0,-5.726012588E-2,6.194755435E-2,8.045101166E-2
3.981008860E0,-1.830276847E-2,7.486158609E-2,-2.041053772E-2
3.991171213E0,2.742776275E-2,6.713645160E-2,-1.524496078E-1
4.001333567E0,7.627387345E-2,5.441695452E-2,-1.284961700E-1
4.011495920E0,5.201871693E-2,2.471081913E-2,-2.699661255E-2
4.021658274E0,-2.408576012E-2,-1.363572478E-2,9.163093567E-2
4.031813411E0,-8.076968789E-2,-1.674202085E-2,7.093715668E-2
4.041975765E0,-3.772374988E-2,1.482880116E-2,-1.028919220E-1
4.052168636E0,1.123858988E-2,3.966307640E-2,-1.979465485E-1
4.062330989E0,-1.248417795E-2,6.341840327E-2,-9.515094757E-2
4.072493343E0,-5.610613525E-2,7.359415293E-2,1.026840210E-1
4.082655696E0,-7.331933081E-2,8.224990964E-2,2.474088669E-1
4.092818050E0,-5.837456882E-2,8.341538906E-2,2.407226562E-1
4.102980403E0,-2.121721208E-2,6.516520679E-2,1.184005737E-1
4.113142757E0,1.996287704E-2,6.742236018E-2,-5.146884918E-2
4.123305110E0,2.674046159E-2,3.685477376E-2,-1.736145020E-1
4.133467464E0,1.518748701E-2,-8.353635669E-3,-1.848325729E-1
4.143629817E0,-1.332756877E-2,-4.431740940E-2,-7.766151428E-2
4.153792171E0,-6.356836855E-2,-4.621782899E-2,4.178142548E-2
4.163954525E0,-8.187182248E-2,-2.296277881E-2,1.119480133E-1
4.174147396E0,-6.993316114E-2,3.865444660E-2,7.925891876E-2
4.184309749E0,-2.601838112E-2,8.877865970E-2,3.531742096E-2
4.194472103E0,7.080852985E-3,1.165439039E-1,-3.136634827E-3
4.204634456E0,3.029945493E-2,1.373016685E-1,-1.256084442E-2
4.214796810E0,2.047289908E-2,1.135480404E-1,-2.178955078E-2
4.224959163E0,2.526144683E-2,8.113431931E-2,-5.703449249E-2
4.235121517E0,2.279736102E-2,3.103713691E-2,-1.910037994E-1
4.245283870E0,2.180811763E-2,-3.584290296E-2,-3.390655518E-1
4.255446224E0,1.143068075E-3,-6.400121748E-2,-3.615932465E-1
4.265608577E0,2.104614675E-2,-4.713785648E-2,-1.731767654E-1
4.275770931E0,-9.076744318E-4,-2.830065787E-2,2.317457199E-1
4.285933284E0,-3.442220390E-2,5.574822426E-3,5.208339691E-1
4.296095638E0,-1.260265708E-2,5.181118846E-2,4.527244568E-1
4.306257991E0,8.115217090E-3,9.731921554E-2,1.448469162E-1
4.316450862E0,6.282851100E-3,1.316017658E-1,-1.151590347E-1
4.326613216E0,-2.628059685E-2,1.230345666E-1,-2.384061813E-1
4.336775569E0,-4.365885258E-2,9.499197453E-2,-2.272682190E-1
4.346937923E0,-3.738442063E-2,6.170586497E-2,-1.430358887E-1
4.357100276E0,-1.676015556E-2,4.530265927E-2,-1.528930664E-2
4.367262630E0,-8.101716638E-3,3.642994165E-2,8.897399902E-2
4.377424983E0,-1.202411950E-2,4.288958758E-2,1.607923508E-1
4.387587337E0,-1.213480532E-2,3.513477743E-2,1.604137421E-1
4.397749691E0,-1.759330928E-2,2.532809228E-2,1.151218414E-1
4.407912044E0,-2.057722211E-2,2.356683463E-2,4.457092285E-2
4.418104915E0,-2.552789450E-2,3.552992642E-2,-1.535224915E-2
4.428267269E0,-2.999511361E-2,4.039048031E-2,-3.636932373E-2
4.438429622E0,-2.923919261E-2,5.492935330E-2,-7.421493530E-3
4.448591976E0,-3.771354258E-2,6.231430918E-2,1.626586914E-2
4.458754329E0,-3.896036744E-2,6.733016670E-2,-1.013660431E-2
4.468916683E0,-3.328546882E-2,6.334856153E-2,-3.831577301E-2
4.479079036E0,-2.810624242E-2,5.786783248E-2,-4.947376251E-2
4.489241390E0,-1.394966245E-2,4.864977300E-2,-2.261447906E-2
4.499403743E0,-1.453664899E-2,5.899586901E-2,1.323795319E-2
4.509566097E0,-2.465604246E-2,6.188593060E-2,3.186798096E-2
4.519728450E0,-2.959536016E-2,5.253143981E-2,3.837013245E-2
4.529890804E0,-2.236171067E-2,4.521350563E-2,2.354621887E-2
4.540053157E0,-2.443067729E-2,3.759895265E-2,4.187583923E-3
4.550215511E0,-2.430422604E-2,2.501767874E-2,-1.234054565E-2
4.560408382E0,-2.445140481E-2,1.475324295E-2,-7.410049438E-3
4.570570735E0,-2.268300951E-2,2.550027333E-2,1.873970032E-2
4.580733089E0,-1.647073030E-2,2.859595418E-2,4.207992554E-2
4.590895442E0,-1.504147053E-2,4.068069533E-2,5.080413818E-2
4.601057796E0,-2.516449988E-2,6.164660677E-2,3.580856323E-2
4.611220150E0,-2.775092423E-2,7.513591647E-2,4.483222961E-3
4.621382503E0,-2.079942822E-2,7.226203382E-2,-2.629756927E-2
4.631544857E0,-4.467949271E-3,6.078884006E-2,-4.944038391E-2
4.641707210E0,-3.977268934E-4,6.193797290E-2,-4.147529602E-2
4.651869564E0,-1.454055309E-3,5.191703141E-2,-1.713371277E-2
4.662031917E0,-2.719417214E-3,3.986841440E-2,2.049446106E-3
4.672194271E0,-1.339259744E-2,5.151061714E-2,1.386547089E-2
4.682356624E0,-1.914179325E-2,3.912753612E-2,1.365184784E-2
4.692518978E0,-1.748192310E-2,3.390102088E-2,1.586437225E-2
4.702711849E0,-1.323889196E-2,4.061099887E-2,1.095962524E-2
4.712874202E0,-2.545851469E-2,4.268035293E-2,1.326751709E-2
4.723036556E0,-2.343574166E-2,3.992065787E-2,3.436851501E-2
4.733198909E0,-3.831122816E-2,4.893551767E-2,2.909946442E-2
4.743361263E0,-5.081912875E-2,4.792060703E-2,2.155971527E-2
4.753523616E0,-3.482767940E-2,5.852656066E-2,1.183795929E-2
4.763685970E0,-2.158035338E-2,5.225686729E-2,4.241657257E-2
4.773848323E0,-3.701078892E-2,4.797333479E-2,7.954597473E-2
4.784010677E0,-4.048509896E-2,7.890167832E-2,9.592056274E-3
4.794173030E0,-3.152351081E-2,8.876582980E-2,-1.347360611E-1
4.804335384E0,2.088481188E-2,6.729055941E-2,-1.488399506E-1
4.814497737E0,4.845376313E-2,4.594613612E-2,-7.776832581E-2
4.824660091E0,1.720696688E-2,1.678714156E-2,2.752590179E-2
4.834822444E0,-5.725459754E-2,4.406988621E-3,7.891464233E-2
4.845015316E0,-6.193700433E-2,2.228559554E-2,-1.708507538E-2
4.855177669E0,-3.066784143E-2,3.761459887E-2,-1.326360703E-1
4.865340023E0,1.099614799E-2,6.579941511E-2,-1.398286819E-1
4.875502376E0,-4.659175873E-3,8.572156727E-2,-6.665611267E-2
4.885664730E0,-4.329626262E-2,9.935337305E-2,4.065799713E-2
4.895827083E0,-5.415584147E-2,7.929986715E-2,1.438455582E-1
4.905989437E0,-3.555868566E-2,7.172293961E-2,2.122011185E-1
4.916151790E0,-1.950651407E-2,6.130640209E-2,1.636896133E-1
4.926314144E0,6.604328752E-3,4.363818467E-2,6.179237366E-2
4.936476497E0,9.215354919E-3,2.941945195E-2,-1.000213623E-2
4.946638851E0,-1.347124577E-2,1.039281487E-2,-4.749393463E-2
4.956801204E0,-3.261281550E-2,1.951232553E-3,-6.307792664E-2
4.966963558E0,-5.819568038E-2,2.061158419E-3,-5.241680145E-2
4.977125911E0,-6.438803673E-2,1.768492162E-2,-4.906845093E-2
4.987288265E0,-5.404624343E-2,5.068717897E-2,-2.457427979E-2
4.997450618E0,-3.234827518E-2,7.927860320E-2,9.035110474E-3
5.007643489E0,-1.353776455E-2,9.830580652E-2,2.544689178E-2
5.017805843E0,-4.793673754E-3,9.351189435E-2,3.450679779E-2
5.027968196E0,-3.809437156E-3,8.430865407E-2,7.963180542E-3
5.038130550E0,-7.706642151E-3,4.710589349E-2,7.429122925E-4
5.048292903E0,-6.673753262E-3,2.956914902E-2,-3.888130188E-3
5.058455257E0,-3.057524562E-3,3.106626868E-2,1.040267944E-2
5.068617610E0,-6.465524435E-3,3.955915570E-2,1.024341583E-2
5.078779964E0,-7.409363985E-3,3.095760942E-2,1.213369370E-1
5.088942317E0,-3.094907105E-2,3.291815519E-2,1.830558777E-1
5.099104671E0,-9.910285473E-3,4.973258078E-2,5.705261230E-2
5.109267025E0,2.574306726E-2,7.265578210E-2,-1.091594696E-1
5.119429378E0,7.951766253E-3,5.857452750E-2,-1.661586761E-1
5.129591732E0,-1.168283820E-2,5.406711996E-2,-1.183519363E-1
5.139784603E0,-3.987713158E-2,5.389669538E-2,-5.496597290E-2
5.149946956E0,-3.992873430E-2,4.510588944E-2,1.917839050E-2
5.160109310E0,-3.528471291E-2,4.561556876E-2,8.740615845E-2
5.170271663E0,-2.100299299E-2,4.497115314E-2,1.000957489E-1
5.180434017E0,7.502317429E-3,6.462018192E-2,8.659458160E-2
5.190596370E0,1.526027918E-4,6.893487275E-2,7.579517365E-2
5.200758724E0,-9.489670396E-3,5.615621805E-2,5.330276489E-2
5.210921077E0,-4.617825150E-3,4.824396968E-2,-6.634712219E-3
5.221083431E0,-1.670520008E-2,3.394854069E-2,-5.612468719E-2
5.231245784E0,-2.931576967E-2,3.255426884E-2,-4.564952850E-2
5.241408138E0,-3.019884229E-2,4.131466150E-2,-4.678726196E-3
5.251570491E0,-4.499869049E-2,5.000668764E-2,2.370166779E-2
5.261732845E0,-4.493987560E-2,7.042610645E-2,2.329730988E-2
5.271925716E0,-3.754957020E-2,6.429031491E-2,-7.825851440E-3
5.282088069E0,-1.816755533E-2,5.367439985E-2,-3.838634491E-2
5.292250423E0,-3.643378615E-3,5.535897613E-2,-2.112197876E-2
5.302412776E0,-1.029744744E-3,5.007332563E-2,2.179336548E-2
5.312575130E0,-1.478968561E-2,4.252710938E-2,3.091144562E-2
5.322737483E0,-2.811233699E-2,5.162283778E-2,2.329349518E-2
5.332899837E0,-2.922962606E-2,5.100008845E-2,1.344776154E-2
5.343062191E0,-3.507885337E-2,4.814553261E-2,-8.038520813E-3
5.353224544E0,-2.913962305E-2,3.856271505E-2,-1.735401154E-2
5.363386898E0,-2.821151912E-2,2.706900239E-2,1.370429993E-2
5.373549251E0,-2.954173088E-2,3.489717841E-2,3.707790375E-2
5.383711605E0,-2.822978795E-2,4.034969211E-2,6.479835510E-2
5.393904476E0,-4.065190256E-2,3.849101067E-2,7.078933716E-2
5.404066829E0,-2.883480489E-2,4.838520288E-2,7.199287415E-2
5.414229183E0,-1.447986066E-2,5.596089363E-2,5.662536621E-2
5.424391536E0,-1.187674701E-2,7.338380814E-2,2.731227875E-2
5.434553890E0,-1.170465350E-2,7.253509760E-2,-2.280616760E-2
5.444716243E0,-1.195654273E-2,7.066252828E-2,-6.971931458E-2
5.454878597E0,-3.215909004E-3,6.583943963E-2,-8.283615112E-2
5.465040950E0,-9.117633104E-3,5.821661651E-2,-7.218933105E-2
5.475203304E0,-1.026995480E-2,4.516854882E-2,-6.412982941E-2
5.485365657E0,-1.343365014E-2,3.109888732E-2,-3.728103638E-2
5.495528011E0,-1.852211356E-2,2.744005620E-2,-1.562500000E-2
5.505690364E0,-2.094437182E-2,2.435095608E-2,-4.402160645E-2
5.515852718E0,-3.280530870E-2,3.606247902E-2,-6.473827362E-2
5.526015071E0,-2.152235806E-2,3.619702160E-2,-5.442237854E-2
5.536177425E0,-1.570720971E-2,3.168824315E-2,-6.487846375E-3
5.546370296E0,-1.318632066E-2,5.504104495E-2,4.066658020E-2
5.556532650E0,-1.833014190E-2,4.112733901E-2,4.930114746E-2
5.566695003E0,-2.332930267E-2,3.532676399E-2,4.366016388E-2
5.576857357E0,-1.882949471E-2,1.846811175E-2,7.359600067E-2
5.587019710E0,-4.309989512E-2,2.405413240E-2,1.361732483E-1
5.597182064E0,-4.585036635E-2,4.204292595E-2,1.194620132E-1
5.607344417E0,-1.502718031E-2,5.645381659E-2,-4.581737518E-2
5.617537288E0,4.018813372E-2,5.756053329E-2,-2.129058838E-1
5.627699642E0,7.595020533E-2,4.258807003E-2,-2.612361908E-1
5.637861995E0,2.734042704E-2,2.411342412E-2,-1.433525085E-1
5.648024349E0,-5.244985223E-2,5.783654749E-3,3.136634827E-2
5.658186702E0,-7.170078158E-2,5.040027201E-3,4.237174988E-2
5.668349056E0,-2.833367884E-2,2.355275303E-2,-5.066013336E-2
5.678511409E0,4.769995809E-3,7.351316512E-2,-9.471511841E-2
5.688673763E0,-2.125005424E-2,1.007382348E-1,3.776550293E-3
5.698836116E0,-6.272722781E-2,1.099242717E-1,1.265192032E-1
5.708998470E0,-7.929611206E-2,1.044611335E-1,1.762809753E-1
5.719160823E0,-4.859977961E-2,7.884365320E-2,1.354503632E-1
5.729323177E0,-3.173221648E-2,5.443303287E-2,4.571628571E-2
5.739485530E0,-1.618230343E-2,2.952537686E-2,-4.960536957E-2
5.749647884E0,4.842281342E-3,-6.952513009E-3,-1.338472366E-1
5.759810237E0,1.639869809E-2,-3.711610287E-2,-1.504249573E-1
5.770003108E0,1.315861940E-3,-5.609921366E-2,-1.122360229E-1
5.780165462E0,-1.855707169E-2,-5.510917306E-2,-2.503585815E-2
5.790327816E0,-4.170954227E-2,-2.117314935E-2,3.945732117E-2
5.800490169E0,-4.568107426E-2,2.300548553E-2,7.217979431E-2
5.810652523E0,-3.139851987E-2,6.709915400E-2,8.780860901E-2
5.820814876E0,-8.617296815E-3,1.063622683E-1,1.173257828E-1
5.830977230E0,1.336888969E-2,1.054904759E-1,1.344470978E-1
5.841139583E0,3.029128909E-2,1.009518057E-1,8.026313782E-2
5.851301937E0,2.611848712E-2,7.247069478E-2,3.402709961E-3
5.861464290E0,1.526257396E-2,4.268440604E-2,-7.678604126E-2
5.871626644E0,-4.745259881E-3,1.493069530E-2,-1.106748581E-1
5.881788997E0,5.889013410E-3,3.482267261E-3,-1.108875275E-1
5.891951351E0,-9.776055813E-4,-8.817836642E-3,-2.162933350E-3
5.902113704E0,-4.627141356E-2,-4.478752613E-3,1.588973999E-1
5.912306575E0,-5.507136881E-2,-9.020924568E-3,1.421365738E-1
5.922468929E0,-1.545485854E-2,1.282739639E-2,-2.073192596E-2
5.932631282E0,5.215838552E-3,2.209424973E-2,-1.121406555E-1
5.942793636E0,-2.493627369E-2,4.384288192E-2,-1.052045822E-1
5.952955989E0,-5.115124583E-2,4.535859823E-2,-7.473087311E-2
5.963118343E0,-5.390238762E-2,5.518025160E-2,-2.574062347E-2
5.973280696E0,-3.526981175E-2,6.564253569E-2,4.606437683E-2
5.983443050E0,-7.710278034E-3,6.613728404E-2,1.212940216E-1
5.993605403E0,4.719898105E-3,5.343273282E-2,1.480083466E-1
6.003767757E0,1.893837750E-2,3.931647539E-2,1.032218933E-1
6.013930110E0,2.421900630E-3,2.200528979E-2,2.382183075E-2
6.024092464E0,-8.519411087E-3,1.423454285E-2,-4.719829559E-2
6.034254817E0,-1.161247492E-2,1.423701644E-2,-9.090042114E-2
6.044447689E0,-2.178147435E-2,1.032263041E-2,-5.812931061E-2
6.054610042E0,-2.742382884E-2,-2.987384796E-3,2.130508423E-2
6.064772396E0,-3.132379055E-2,1.339551806E-2,4.961872101E-2
6.074934749E0,-3.342051804E-2,1.346808672E-2,3.243350983E-2
6.085097103E0,-3.093920648E-2,3.594982624E-2,-8.109092712E-3
6.095259456E0,-9.321600199E-3,4.583466053E-2,-5.369186401E-3
6.105421810E0,-1.110604405E-2,5.561888218E-2,4.414558411E-3
6.115584163E0,-2.868562937E-2,6.326878071E-2,2.264022827E-3
6.125746517E0,-4.055456817E-2,6.898352504E-2,-6.877899170E-3
6.135908870E0,-4.015034437E-2,6.611493230E-2,-2.063846588E-2
6.146071224E0,-2.789661288E-2,4.090395570E-2,-5.575180054E-3
6.156233577E0,-1.359538734E-2,5.759659410E-2,6.127166748E-2
6.166395931E0,-2.364018559E-2,8.255809546E-2,6.783390045E-2
6.176558284E0,-3.388302028E-2,1.236575246E-1,-4.145431519E-2
6.186720638E0,-2.784338593E-2,1.232119799E-1,-1.532773972E-1
6.196913509E0,-9.623616934E-4,1.042717695E-1,-1.304407120E-1
6.207075862E0,-6.261646748E-3,4.429918528E-2,-1.559543610E-2
6.217238216E0,-2.040006220E-2,-2.823472023E-2,1.233015060E-1
6.227400569E0,-2.462825179E-2,-8.101040125E-2,1.580085754E-1
6.237562923E0,-4.225313663E-3,-8.021950722E-2,5.958557129E-2
6.247725276E0,1.350845397E-2,-4.981625080E-2,-5.152511597E-2
6.257887630E0,3.838017583E-3,-3.371584415E-2,-6.610584259E-2
6.268049983E0,3.074914217E-3,2.570289373E-2,-1.209068298E-2
6.278212337E0,-3.353103995E-3,7.366800308E-2,1.728248596E-2
6.288374691E0,-1.381793618E-2,1.179466844E-1,3.201389313E-2
6.298537044E0,-1.691602170E-2,1.214485168E-1,6.073188782E-2
6.308699398E0,-2.011963725E-2,1.255848408E-1,6.531524658E-2
6.318861751E0,-2.099969983E-2,1.219154000E-1,8.506774902E-3
6.329024105E0,-2.461950481E-2,1.136959195E-1,-2.107906342E-2
6.339216976E0,-2.638497949E-2,6.611734629E-2,-3.807067871E-2
6.349379329E0,-3.413172811E-2,4.111075401E-2,-1.089477539E-1
6.359541683E0,-2.157470584E-2,2.153825760E-2,-1.356611252E-1
6.369704036E0,1.169945300E-2,-1.943248510E-2,-1.074476242E-1
6.379866390E0,2.799195051E-2,-5.233287811E-2,-7.239818573E-2
6.390028743E0,-1.023656875E-2,-7.901197672E-2,8.511447906E-2
6.400191097E0,-7.470393181E-2,-1.013884544E-1,1.282100677E-1
6.410353450E0,-8.307924122E-2,-3.416419029E-2,5.077362061E-3
6.420515804E0,-5.472062528E-2,1.441007853E-2,-3.527927399E-2
6.430708675E0,-1.016110927E-2,6.667721272E-2,1.495151520E-1
6.440871028E0,-6.062649190E-3,1.205745935E-1,2.809810638E-1
6.451033382E0,-3.411800414E-2,1.312491894E-1,1.121931076E-1
6.461195735E0,-8.785586059E-2,1.142356396E-1,-1.123905182E-1
6.471358089E0,-8.639728278E-2,6.050658226E-2,-1.034288406E-1
6.481520442E0,-5.418204516E-2,-1.858019829E-2,5.898571014E-2
6.491682796E0,-2.437636256E-2,-8.593118191E-2,1.049203873E-1
6.501845150E0,-5.442917347E-3,-7.524204254E-2,5.300521851E-2
6.512007503E0,4.450153559E-2,-1.166168451E-1,3.461837769E-2
6.522169857E0,5.086430907E-2,-1.549336910E-1,4.672050476E-2
6.532332210E0,8.765533566E-3,-1.071875095E-1,7.549285889E-2
6.542494564E0,-1.084621996E-2,-3.813636303E-2,6.490707397E-2
6.552656917E0,-2.138544619E-2,9.966850281E-3,6.300926208E-3
6.562819271E0,-1.563252509E-2,5.247926712E-2,2.402496338E-2
6.572981624E0,-1.998826861E-3,7.347536087E-2,5.776596069E-2
6.583143978E0,1.046548039E-2,8.300685883E-2,5.056476593E-2
6.593306331E0,1.587624103E-2,6.513106823E-2,2.915763855E-2
6.603499202E0,6.398759782E-3,5.426228046E-2,-1.317024231E-2
6.613661556E0,1.783233881E-2,3.421533108E-2,-1.918315887E-2
6.623823909E0,8.789084852E-3,3.854382038E-2,-1.805591583E-2
6.633986263E0,1.816801727E-3,3.848409653E-2,-1.326961517E-1
6.644148616E0,3.198340535E-3,2.575123310E-2,-8.665466309E-2
6.654310970E0,-2.513712645E-2,1.702666283E-2,-4.872989655E-2
6.664473323E0,-3.883417696E-2,1.688158512E-2,-2.333660126E-1
6.674635677E0,-1.168170571E-2,1.248234510E-2,-2.842035294E-1
6.684798030E0,-8.930809796E-3,8.391022682E-3,-1.378908157E-1
6.694960384E0,-1.226718724E-2,-2.407133579E-3,-2.262973785E-2
6.705122737E0,-2.880119532E-2,5.001187325E-3,-7.716751099E-2
6.715315608E0,-2.217089385E-2,1.672166586E-2,-8.567237854E-2
6.725477962E0,-2.499876916E-2,5.459469557E-2,5.149841309E-3
6.735640316E0,-2.945303917E-2,7.047593594E-2,7.312965393E-2
6.745802669E0,-2.836324275E-2,8.602988720E-2,8.798027039E-2
6.755965023E0,-3.640617430E-2,7.528871298E-2,7.188701630E-2
6.766127376E0,-3.236220032E-2,6.265300512E-2,5.605125427E-2
6.776289730E0,-4.732366651E-2,4.840201139E-2,2.737045288E-3
6.786452083E0,-3.135306388E-2,3.778374195E-2,-5.185794830E-2
6.796614437E0,-2.552352846E-2,1.870721579E-2,-3.689861298E-2
6.806776790E0,-8.725576103E-3,2.608746290E-2,3.213214874E-2
6.816939144E0,-1.640490443E-2,8.332908154E-3,6.429958344E-2
6.827101497E0,-2.649526298E-2,1.296615601E-2,3.196907043E-2
6.837263851E0,-4.569670558E-2,3.088021278E-2,2.040863037E-4
6.847456722E0,-3.810548782E-2,5.800884962E-2,4.386901855E-3
6.857619075E0,-2.562192082E-2,9.017336369E-2,-1.271915436E-2
6.867781429E0,-2.035234123E-2,8.962839842E-2,-8.093833923E-3
6.877943782E0,-7.820643485E-3,8.987444639E-2,-2.003860474E-2
6.888106136E0,-7.072746754E-3,6.012415886E-2,-1.517295837E-2
6.898268489E0,-1.057197154E-2,3.365147114E-2,3.866195679E-3
6.908430843E0,-1.137480140E-2,1.459956169E-2,3.195762634E-2
6.918593196E0,-1.684629917E-2,2.198123932E-2,7.575988770E-3
6.928755550E0,-2.741925418E-2,2.966332436E-2,-6.796836853E-3
6.938917903E0,-1.472407579E-2,3.537625074E-2,4.290390015E-2
6.949080257E0,-5.420282483E-3,3.846621513E-2,5.624485016E-2
6.959273128E0,-1.562249660E-2,3.615003824E-2,4.093265533E-2
6.969435482E0,-2.556999028E-2,4.290628433E-2,4.598617554E-3
6.979597835E0,-1.847289503E-2,5.189609528E-2,-3.345012665E-2
6.989760189E0,-1.148192585E-2,6.142973900E-2,-4.483604431E-2
6.999922542E0,-6.920740008E-3,5.729728937E-2,-1.101970673E-2
7.010084896E0,9.130507708E-3,4.158043861E-2,5.765533447E-2
7.020247249E0,-5.806818604E-3,3.273159266E-2,5.417251587E-2
7.030409603E0,-1.755106449E-2,2.567541599E-2,2.001380920E-2
7.040571956E0,-1.895146072E-2,5.179911852E-2,-4.096984863E-3
7.050734310E0,-1.743797958E-2,4.688417912E-2,3.849506378E-2
7.060896663E0,-2.788327634E-2,4.425156116E-2,9.678840637E-2
7.071059017E0,-7.677453756E-2,3.809320927E-2,9.952354431E-2
7.081221370E0,-6.457003951E-2,4.996949434E-2,-8.464050293E-2
7.091383724E0,-1.109646261E-2,5.830878019E-2,-1.423225403E-1
7.101576595E0,3.472533822E-2,4.489845037E-2,9.002685547E-3
7.111738948E0,5.282208323E-2,4.390525818E-2,-1.266098022E-2
7.121901302E0,-8.615016937E-3,2.378225327E-2,-2.885246277E-2
7.132063655E0,-6.157578528E-2,-9.913504124E-3,3.051090240E-2
7.142226009E0,-5.942410231E-2,6.924569607E-3,-1.072168350E-1
7.152388362E0,-2.432286739E-2,3.703504801E-2,-1.688222885E-1
7.162550716E0,-1.339547336E-2,7.361650467E-2,4.976367950E-2
7.172713069E0,-1.911975443E-2,9.745824337E-2,2.570848465E-1
7.182875423E0,-3.676775098E-2,9.547638893E-2,1.699810028E-1
7.193037776E0,-5.456329882E-2,1.048130989E-1,-2.890872955E-2
7.203200130E0,-5.419878662E-2,1.042841673E-1,-1.154642105E-1
7.213362483E0,-2.207525074E-2,7.087600231E-2,-4.438018799E-2
7.223524837E0,1.029178500E-3,1.793968678E-2,4.909229279E-2
7.233717708E0,1.418700814E-2,-2.767181396E-2,7.238864899E-2
7.243880062E0,3.105849028E-4,-4.808837175E-2,4.085254669E-2
7.254042415E0,-5.556790531E-2,-3.647619486E-2,2.394390106E-2
7.264204769E0,-8.707419038E-2,4.747903347E-2,2.621746063E-2
7.274367122E0,-1.176011711E-1,9.676569700E-2,7.200241089E-3
7.284529476E0,-8.510774374E-2,1.311939359E-1,-6.763458252E-3
7.294691829E0,-3.421355784E-2,1.440620422E-1,2.447795868E-2
7.304854183E0,2.208650112E-3,1.334671974E-1,8.355426788E-2
7.315016536E0,4.230546951E-2,9.399849176E-2,1.414709091E-1
7.325178890E0,6.177327037E-2,3.730243444E-2,1.344432831E-1
7.335341243E0,6.646500528E-2,-1.477819681E-2,5.891323090E-2
7.345503597E0,5.398893356E-2,-2.634304762E-2,-1.057815552E-2
7.355665950E0,3.260400891E-2,-3.995978832E-2,-5.757522583E-2
7.365828304E0,-1.102396846E-2,-4.106897116E-2,-9.683418274E-2
7.375990657E0,-2.962300181E-2,-2.738213539E-2,-1.376228333E-1
7.386153011E0,-2.808299661E-2,4.932999611E-3,-7.381439209E-3
7.396315364E0,-5.508255959E-2,1.637345552E-2,1.248645782E-1
7.406477718E0,-3.557455540E-2,1.339733601E-2,-3.844165802E-2
7.416670589E0,-8.208751678E-4,3.412067890E-2,-2.009811401E-1
7.426832942E0,7.845833898E-3,3.515172005E-2,-1.052341461E-1
7.436995296E0,-7.912725210E-3,-4.867196083E-3,6.199550629E-2
7.447157650E0,-2.162449062E-2,-9.271144867E-3,8.209991455E-2
7.457320003E0,-4.512473941E-3,1.909571886E-2,-2.095413208E-2
7.467482357E0,-1.632153988E-3,8.065658808E-2,-4.404354095E-2
7.477644710E0,2.008405328E-2,1.181738377E-1,3.248882294E-2
7.487807064E0,2.674305439E-2,1.096747518E-1,7.684898376E-2
7.497969417E0,2.804891765E-2,6.439203024E-2,6.121253967E-2
7.508131771E0,1.284940541E-2,1.127111912E-2,2.450275421E-2
7.518294124E0,3.371432424E-3,-2.287846804E-2,-2.585411072E-2
7.528456478E0,-1.691818237E-2,-2.074146271E-2,-6.822586060E-2
7.538649349E0,-4.113918543E-2,2.239841223E-2,-5.532455444E-2
7.548811702E0,-5.808681250E-2,7.009923458E-2,2.357196808E-2
7.558974056E0,-6.858688593E-2,1.124835610E-1,7.498264313E-2
7.569136409E0,-6.575661898E-2,1.091955900E-1,4.985332489E-2
7.579298763E0,-4.262630641E-2,1.044290662E-1,-3.150653839E-2
7.589461116E0,-3.211735189E-2,8.761811256E-2,-6.620788574E-2
7.599623470E0,-5.964154005E-2,6.368434429E-2,-7.995605469E-3
