"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.966733634E1,-3.851498663E-2,3.511455655E-2,4.440593719E-2
2.967749869E1,-3.555083275E-2,3.602305055E-2,2.473258972E-2
2.968766104E1,-2.543656528E-2,3.613242507E-2,-1.827335358E-2
2.969782340E1,-2.690933645E-2,3.598409891E-2,-3.212738037E-2
2.970798575E1,-2.323740721E-2,4.062098265E-2,-3.394222260E-2
2.971814810E1,-2.840970457E-2,4.793113470E-2,-2.385425568E-2
2.972831046E1,-4.478839040E-2,3.647604585E-2,-1.154136658E-2
2.973850333E1,-4.171718657E-2,3.256735206E-2,-1.129913330E-2
2.974866568E1,-2.945870161E-2,3.114679456E-2,-1.571464539E-2
2.975882804E1,-1.556266844E-2,1.570636034E-2,-3.486633301E-3
2.976899039E1,-2.131652832E-2,1.472985744E-2,1.317596436E-2
2.977915274E1,-1.989430189E-2,2.538278699E-2,1.772117615E-2
2.978931510E1,-1.350326836E-2,2.375623584E-2,2.221107483E-2
2.979947745E1,-9.267464280E-3,2.659836411E-2,5.393028259E-3
2.980963980E1,-4.876539111E-3,3.142333031E-2,-1.592159271E-2
2.981980216E1,-5.246713758E-3,3.367024660E-2,-3.923797607E-2
2.982996451E1,-3.226503730E-3,2.907186747E-2,-4.316902161E-2
2.984012686E1,-2.022862434E-2,3.658828139E-2,-2.104949951E-2
2.985028922E1,-1.582452655E-2,4.167112708E-2,-1.114368439E-2
2.986045157E1,-6.733745337E-3,3.205478191E-2,3.407192230E-2
2.987061392E1,-7.240146399E-3,2.657142282E-2,5.712890625E-2
2.988080680E1,-2.903604507E-2,3.177505732E-2,4.905414581E-2
2.989096915E1,-3.622786701E-2,3.831890225E-2,1.280212402E-2
2.990113150E1,-2.666968107E-2,3.750678897E-2,-1.095199585E-2
2.991129386E1,-2.692629397E-2,3.179189563E-2,2.706527710E-2
2.992145621E1,-5.128768086E-2,2.079409361E-2,6.906795502E-2
2.993161856E1,-4.955255985E-2,4.474127293E-2,-1.034355164E-2
2.994178092E1,-9.833231568E-3,5.676409602E-2,-1.591873169E-1
2.995194327E1,3.767581284E-2,5.426260829E-2,-2.012453079E-1
2.996210562E1,4.995925725E-2,6.370538473E-2,-1.008100510E-1
2.997226798E1,1.206766069E-2,1.473355293E-2,6.423473358E-2
2.998243033E1,-5.688743293E-2,-1.076424122E-2,1.599960327E-1
2.999259268E1,-6.113283336E-2,-2.205967903E-3,5.855560303E-3
3.000275504E1,-2.689711750E-2,3.699177504E-2,-1.998291016E-1
3.001294791E1,3.338605165E-4,5.854946375E-2,-1.842288971E-1
3.002311026E1,-1.331588626E-2,7.435122132E-2,6.970977783E-2
3.003327262E1,-5.190850794E-2,7.471579313E-2,2.410144806E-1
3.004343497E1,-7.238231599E-2,7.205891609E-2,1.610994339E-1
3.005359732E1,-4.768718779E-2,6.491887569E-2,-9.505271912E-3
3.006375968E1,-1.615658402E-3,5.525618792E-2,-1.204223633E-1
3.007392203E1,1.294960082E-2,2.078875899E-2,-1.183404922E-1
3.008408438E1,1.525998116E-2,-1.004362106E-2,-4.548549652E-2
3.009424674E1,4.036486149E-3,-3.614115715E-2,2.851486206E-2
3.010440909E1,-2.159559727E-2,-3.963962197E-2,5.163288116E-2
3.011457144E1,-5.413067341E-2,-3.308784962E-2,5.068683624E-2
3.012473380E1,-5.470536649E-2,1.210182905E-2,3.085327148E-2
3.013489615E1,-5.108545721E-2,6.967577338E-2,1.843166351E-2
3.014508902E1,-2.994482219E-2,1.022271216E-1,3.208446503E-2
3.015525138E1,-5.427196622E-3,1.151191592E-1,5.024147034E-2
3.016541373E1,9.030893445E-3,1.114285588E-1,4.683780670E-2
3.017557608E1,2.359521389E-2,7.068061829E-2,1.993942261E-2
3.018573844E1,1.704663038E-2,4.572248459E-2,-1.599884033E-2
3.019590079E1,-5.823090672E-3,2.950382233E-2,-5.602550507E-2
3.020606314E1,-1.899057627E-2,1.265573502E-2,-5.511474609E-2
3.021622550E1,-2.508498728E-2,3.026509285E-2,-3.996086121E-2
3.022638785E1,-1.486088336E-2,3.119510412E-2,-2.046203613E-2
3.023655020E1,4.529237747E-3,1.982700825E-2,-2.484798431E-2
3.024671256E1,-9.929195046E-3,1.713991165E-2,1.008768082E-1
3.025687491E1,-4.520235956E-2,1.204136014E-2,1.461534500E-1
3.026703726E1,-1.979969442E-2,2.529697120E-2,-8.831024170E-4
3.027723014E1,1.819314063E-2,3.711257875E-2,-1.734771729E-1
3.028739249E1,3.574430943E-3,5.186857283E-2,-1.516189575E-1
3.029755484E1,-3.791734576E-2,5.805167556E-2,-1.679706573E-2
3.030771720E1,-5.844916403E-2,7.602259517E-2,8.727836609E-2
3.031787955E1,-6.219522655E-2,7.377417386E-2,1.187419891E-1
3.032804190E1,-4.890123010E-2,6.536217034E-2,1.047229767E-1
3.033820426E1,-7.685139775E-3,5.826693773E-2,7.915973663E-2
3.034836661E1,2.510008216E-2,6.014801562E-2,4.216861725E-2
3.035852896E1,1.629948616E-2,4.057155550E-2,2.471351624E-2
3.036869132E1,-1.873464882E-2,1.909078658E-2,-6.657600403E-3
3.037885367E1,-2.912484109E-2,1.993538439E-2,-7.060718536E-2
3.038904654E1,-3.398559988E-2,2.197890729E-2,-1.215343475E-1
3.039920889E1,-1.480107009E-2,3.035206348E-2,-9.587955475E-2
3.040937125E1,-2.908790112E-2,5.141211301E-2,-1.869487762E-2
3.041953360E1,-3.131856024E-2,7.693934441E-2,5.481719971E-2
3.042969596E1,-4.058854282E-2,8.501681685E-2,4.897689819E-2
3.043985831E1,-2.094838023E-2,9.491866827E-2,7.505416870E-4
3.045002066E1,-2.514503896E-2,8.829135448E-2,-5.840206146E-2
3.046018302E1,-1.757429540E-2,5.881127715E-2,-7.635021210E-2
3.047034537E1,-2.428491414E-2,4.507459328E-2,-6.324100494E-2
3.048050772E1,-2.847084403E-2,3.707688674E-2,-3.621864319E-2
3.049067008E1,-3.040575981E-2,2.727345377E-2,-7.347106934E-3
3.050083243E1,-2.555041015E-2,1.732505113E-2,1.874351501E-2
3.051099478E1,-2.359534800E-2,3.070523962E-2,2.302932739E-2
3.052118765E1,-2.201396227E-2,3.364281356E-2,3.675365448E-2
3.053135001E1,-1.825934649E-2,4.049028829E-2,3.615379333E-2
3.054151236E1,-7.181257010E-3,4.166876897E-2,2.133941650E-2
3.055167472E1,4.051536322E-3,5.177188665E-2,1.388931274E-2
3.056183707E1,3.816977143E-3,6.602039188E-2,-7.692337036E-3
3.057199942E1,6.096914411E-3,5.883944780E-2,-3.834724426E-2
3.058216178E1,-8.248478174E-3,6.155458093E-2,-5.658340454E-2
3.059232413E1,1.077130437E-3,5.770780891E-2,-5.087852478E-2
3.060248648E1,-1.344229281E-2,4.269642383E-2,-1.920700073E-2
3.061264884E1,-1.853817701E-2,2.818468213E-2,2.395629883E-3
3.062281119E1,-1.177452505E-2,2.557742223E-2,1.419544220E-2
3.063300406E1,-2.191330492E-2,2.522139996E-2,4.233551025E-2
3.064316641E1,-3.689628839E-2,4.320726544E-2,5.106544495E-2
3.065332877E1,-4.218330979E-2,5.548758805E-2,3.130531311E-2
3.066349112E1,-3.055578470E-2,5.999435484E-2,2.545356750E-3
3.067365347E1,-2.393887937E-2,5.938335508E-2,2.568244934E-3
3.068381583E1,-4.633988440E-2,6.577330828E-2,1.434993744E-2
3.069397818E1,-4.752705991E-2,7.691037655E-2,-3.084850311E-2
3.070414054E1,-1.538310945E-2,7.216444612E-2,-1.413373947E-1
3.071430289E1,9.802252054E-3,5.293525755E-2,-1.340198517E-1
3.072446524E1,4.223427176E-2,3.338378668E-2,-4.190349579E-2
3.073462760E1,2.165988088E-2,2.894081175E-2,3.924083710E-2
3.074478995E1,-2.778065205E-2,2.200865746E-2,9.528350830E-2
3.075495230E1,-6.017024815E-2,2.606502175E-2,2.738857269E-2
3.076514517E1,-2.091670036E-2,3.951224685E-2,-1.432733536E-1
3.077530753E1,-1.626953483E-3,6.867341697E-2,-2.139739990E-1
3.078546988E1,-2.434566617E-2,8.097763360E-2,-1.086530685E-1
3.079563223E1,-6.074400246E-2,9.689287841E-2,5.381584167E-2
3.080579459E1,-7.358746231E-2,1.004574299E-1,1.614322662E-1
3.081595694E1,-5.132351816E-2,8.534786105E-2,2.011747360E-1
3.082611930E1,-1.521374285E-2,7.941958308E-2,1.481513977E-1
3.083628165E1,5.389988422E-3,5.699743330E-2,3.468608856E-2
3.084644400E1,2.863396704E-2,4.533705115E-2,-2.241897583E-2
3.085660636E1,1.440340281E-2,5.373626947E-3,-3.129005432E-2
3.086676871E1,-2.921868861E-2,-2.400253713E-2,-1.637077332E-2
3.087696158E1,-7.151243091E-2,-2.379216254E-2,-2.296257019E-2
3.088712393E1,-8.477523923E-2,-3.671988845E-3,-2.477073669E-2
3.089728629E1,-7.930354774E-2,2.913376689E-2,-3.598976135E-2
3.090744864E1,-4.120051861E-2,6.962163746E-2,-2.346897125E-2
3.091761099E1,-8.860990405E-3,1.177323312E-1,-6.463050842E-3
3.092777335E1,1.323628426E-2,1.329409331E-1,3.110885620E-3
3.093793570E1,1.345451176E-2,1.154656708E-1,-6.351470947E-3
3.094809805E1,1.823532581E-2,8.927494287E-2,-2.275562286E-2
3.095826041E1,-5.628287792E-3,5.447715521E-2,-1.049137115E-2
3.096842276E1,-1.014523208E-2,3.678759933E-2,2.511787415E-2
3.097858512E1,-1.683203876E-2,3.294029832E-2,4.836654663E-2
3.098877799E1,-1.609529555E-2,2.348986268E-2,5.469226837E-2
3.099894034E1,-5.645737052E-3,3.694066405E-2,2.314281464E-2
3.100910269E1,-7.140293717E-3,3.294003010E-2,9.159469604E-2
3.101926505E1,-4.167604446E-2,3.769689798E-2,1.254959106E-1
3.102942740E1,-1.804769039E-2,3.664526343E-2,-2.079772949E-2
3.103958975E1,3.451648355E-2,5.269670486E-2,-1.927909851E-1
3.104975211E1,1.258650422E-2,6.132936478E-2,-2.035312653E-1
3.105991446E1,-4.363121092E-2,5.835935473E-2,-1.101970673E-1
3.107007681E1,-7.208430767E-2,6.142032146E-2,2.155590057E-2
3.108023917E1,-6.242318451E-2,5.487525463E-2,9.908866882E-2
3.109040152E1,-5.000141263E-2,5.904045701E-2,9.969902039E-2
3.110059439E1,-6.864458323E-3,7.148787379E-2,6.499481201E-2
3.111075675E1,6.696954370E-3,6.890285015E-2,5.693531036E-2
3.112091910E1,7.525399327E-3,7.062876225E-2,7.025146484E-2
3.113108145E1,3.180146217E-3,5.529326200E-2,5.022811890E-2
3.114124381E1,-1.318722963E-2,3.770571947E-2,2.140045166E-3
3.115140616E1,-2.687498927E-2,3.473144770E-2,-4.750633240E-2
3.116156851E1,-3.068676591E-2,1.824349165E-2,-3.480434418E-2
3.117173087E1,-2.940738201E-2,2.600058913E-2,-3.464698792E-3
3.118189322E1,-2.771450579E-2,3.602099419E-2,1.071357727E-2
3.119205557E1,-3.050455451E-2,4.787886143E-2,1.091003418E-3
3.120221793E1,-2.828767896E-2,5.470299721E-2,-3.672218323E-2
3.121238028E1,-2.128256857E-2,5.219238997E-2,-6.440734863E-2
3.122254264E1,-2.379621565E-2,5.750840902E-2,-5.147266388E-2
3.123273551E1,-2.147153020E-2,7.266029716E-2,-2.933406830E-2
3.124289786E1,-3.300617635E-2,5.941626430E-2,6.603240967E-3
3.125306021E1,-1.577839255E-2,5.339869857E-2,1.359081268E-2
3.126322257E1,-2.458028495E-2,4.978406429E-2,1.099014282E-2
3.127338492E1,-3.068839014E-2,5.315876007E-2,-8.074760437E-3
3.128354727E1,-4.135558009E-2,4.713597894E-2,-1.262474060E-2
3.129370963E1,-4.252575338E-2,3.184878826E-2,-1.475048065E-2
3.130387198E1,-3.664201498E-2,2.147343755E-2,-5.043983459E-3
3.131403433E1,-2.397383749E-2,3.249862790E-2,4.485130310E-3
3.132419669E1,-6.866425276E-3,4.318088293E-2,-9.822845459E-3
3.133435904E1,3.026142716E-3,5.138644576E-2,-2.145385742E-2
3.134452139E1,-1.384809613E-3,4.540160298E-2,-3.762912750E-2
3.135468375E1,-1.498170197E-2,5.390959978E-2,-2.750396729E-2
3.136487662E1,-9.183734655E-3,5.297186971E-2,1.384735107E-3
3.137503897E1,-1.274868846E-2,4.258719087E-2,1.318740845E-2
3.138520133E1,-1.611302793E-2,2.750021219E-2,2.016830444E-2
3.139536368E1,-7.828846574E-3,2.880528569E-2,5.533981323E-2
3.140552603E1,-1.640075445E-2,4.632249475E-2,5.914115906E-2
3.141568839E1,-2.258805931E-2,6.083703041E-2,2.273273468E-2
3.142585074E1,-3.821735084E-2,4.885092378E-2,-1.777362823E-2
3.143601309E1,-3.485128284E-2,3.965026140E-2,-4.811573029E-2
3.144617545E1,-2.964855731E-2,4.055160284E-2,-1.889514923E-2
3.145633780E1,-5.092871189E-2,5.600151420E-2,1.207351685E-2
3.146650015E1,-2.462533116E-2,5.951902270E-2,-4.497814178E-2
3.147666251E1,1.126898825E-2,5.180582404E-2,-9.610366821E-2
3.148682486E1,4.498486221E-2,3.589186072E-2,-6.840801239E-2
3.149701773E1,4.704517126E-2,3.765434027E-2,-2.010250092E-2
3.150718009E1,-1.574009657E-2,1.818206906E-2,3.218746185E-2
3.151734244E1,-7.115027308E-2,1.278266311E-2,6.453895569E-2
3.152750479E1,-5.239732563E-2,1.865631342E-2,-3.129863739E-2
3.153766715E1,-1.036953926E-2,4.143920541E-2,-1.537590027E-1
3.154782950E1,-9.553730488E-4,5.831816792E-2,-1.512041092E-1
3.155799185E1,-2.692307532E-2,7.409164310E-2,-2.127456665E-2
3.156815421E1,-4.693904519E-2,7.838574052E-2,8.037471771E-2
3.157831656E1,-4.675224423E-2,7.222223282E-2,1.094503403E-1
3.158847891E1,-2.495297790E-2,8.350801468E-2,1.074018478E-1
3.159867178E1,-6.761014462E-3,5.723115802E-2,6.294631958E-2
3.160883414E1,2.171441913E-3,3.933519125E-2,4.577636719E-4
3.161896597E1,1.628938317E-2,1.403585076E-2,-4.440212250E-2
3.162915885E1,-4.457607865E-3,-2.023962140E-2,-3.173828125E-2
3.163932120E1,-4.109214246E-2,-3.231132030E-2,-5.208015442E-3
3.164948355E1,-8.196531236E-2,-3.751516342E-3,1.146411896E-2
3.165964591E1,-8.705922961E-2,3.399547935E-2,1.127052307E-2
3.166980826E1,-4.252023995E-2,7.875055075E-2,6.351470947E-3
3.167997061E1,-1.272477210E-2,9.708625078E-2,1.559257507E-3
3.169013297E1,1.667359471E-2,1.108280122E-1,6.266593933E-3
3.170029532E1,1.950874925E-2,9.856829047E-2,3.216743469E-2
3.171045767E1,1.292797923E-2,7.006195188E-2,4.816722870E-2
3.172062003E1,-2.689599991E-3,4.656186700E-2,5.202674866E-2
3.173078238E1,-1.768720150E-2,3.252172470E-2,4.169845581E-2
3.174097525E1,-2.503247559E-2,2.542784810E-2,2.449512482E-2
3.175113760E1,-2.255889773E-2,1.818099618E-2,2.813339233E-3
3.176129996E1,-5.953162909E-3,3.461116552E-2,-2.093887329E-2
3.177146231E1,-4.262566566E-3,4.147613049E-2,-6.196022034E-3
3.178162467E1,-4.319842160E-2,4.361596704E-2,8.609008789E-2
3.179178702E1,-3.643269837E-2,4.518169165E-2,3.013992310E-2
3.180194937E1,1.590880752E-2,3.956416249E-2,-1.476240158E-1
3.181211173E1,2.264432609E-2,4.013586044E-2,-2.088251114E-1
3.182227408E1,-2.399894595E-2,3.328517079E-2,-1.202630997E-1
3.183243643E1,-6.424805522E-2,4.191800952E-2,1.156330109E-2
3.184262930E1,-5.408564210E-2,5.457651615E-2,9.160041809E-2
3.185279166E1,-2.223719656E-2,5.614906549E-2,1.254243851E-1
3.186295401E1,-2.530843019E-3,6.796711683E-2,1.114625931E-1
3.187311636E1,2.849286795E-2,6.428158283E-2,9.075355530E-2
3.188327872E1,3.065443039E-2,6.494593620E-2,9.634208679E-2
3.189344107E1,1.876786351E-2,6.081986427E-2,8.763122559E-2
3.190360343E1,-1.650620997E-2,4.754298925E-2,3.412914276E-2
3.191376578E1,-3.728917241E-2,3.786128759E-2,-6.104087830E-2
3.192392813E1,-4.878643155E-2,2.536544204E-2,-9.788894653E-2
3.193409049E1,-6.756366789E-2,2.198004723E-2,-7.976627350E-2
3.194425284E1,-5.308836699E-2,3.655174375E-2,-3.608989716E-2
3.195441519E1,-4.357160628E-2,5.415749550E-2,-2.632904053E-2
3.196457755E1,-2.950380743E-2,6.706234813E-2,-2.375221252E-2
3.197477042E1,-2.039179206E-2,6.826943159E-2,-2.360057831E-2
3.198493277E1,-1.594579220E-2,7.473096251E-2,-1.631069183E-2
3.199509513E1,-2.063198388E-2,6.724557281E-2,2.098083496E-4
3.200525748E1,-2.728252113E-2,6.974238157E-2,-1.419639587E-2
3.201541983E1,-3.353407979E-2,6.995311379E-2,-2.839660645E-2
3.202558219E1,-2.796012163E-2,5.646064878E-2,-4.471969604E-2
3.203574454E1,-2.490960062E-2,3.416028619E-2,-2.765750885E-2
3.204590689E1,-1.942303777E-2,1.961301267E-2,-1.322650909E-2
3.205606925E1,-1.169469953E-2,1.467208564E-2,2.223968506E-2
3.206623160E1,-2.293072641E-2,9.364396334E-3,3.821182251E-2
3.207639395E1,-1.518970728E-2,2.926066518E-2,4.681491852E-2
3.208655631E1,-7.635504007E-3,3.386445343E-2,2.453517914E-2
3.209671866E1,-7.399618626E-3,6.616652012E-2,-4.397392273E-3
3.210688101E1,4.591062665E-3,6.686918437E-2,-2.103424072E-2
3.211707388E1,-4.967272282E-3,5.822449923E-2,-2.082538605E-2
3.212723624E1,-9.444728494E-3,5.950675905E-2,-4.064559937E-3
3.213739859E1,-1.825332642E-2,3.971742094E-2,-6.462097168E-3
3.214756094E1,-1.966768503E-2,1.810562611E-2,-2.299022675E-2
3.215772330E1,-1.625557244E-2,4.343926907E-3,-1.087379456E-2
3.216788565E1,-1.096647978E-2,2.984970808E-3,2.224445343E-2
3.217804801E1,-1.564323902E-2,2.768778801E-2,1.937866211E-2
3.218821036E1,-2.985444665E-2,4.459632933E-2,-1.655387878E-2
3.219837271E1,-1.794008911E-2,3.970022500E-2,-2.816104889E-2
3.220853507E1,-1.355794072E-2,3.922259808E-2,-4.093170166E-3
3.221872794E1,-4.288390279E-2,4.045206308E-2,7.387828827E-2
3.222889029E1,-5.330647528E-2,5.697447062E-2,8.895492554E-2
3.223905264E1,-2.083417773E-2,6.264693290E-2,-3.093719482E-2
3.224921500E1,1.221561432E-2,4.736524820E-2,-1.935930252E-1
3.225937735E1,4.810567200E-2,2.720936388E-2,-2.470102310E-1
3.226953970E1,3.844860196E-2,9.812608361E-3,-1.482419968E-1
3.227970206E1,-4.973778129E-2,-3.213971853E-2,7.410144806E-2
3.228986441E1,-8.225581050E-2,-1.757232100E-2,1.505784988E-1
3.230002677E1,-2.645258605E-2,1.625028253E-2,2.725791931E-2
3.231018912E1,1.178674400E-2,5.349112302E-2,-8.181476593E-2
3.232035147E1,-1.550495625E-3,8.331815898E-2,-4.249286652E-2
3.233051383E1,-4.950220883E-2,8.706335723E-2,1.000452042E-1
3.234067618E1,-7.831843197E-2,7.362107933E-2,1.666946411E-1
3.235083853E1,-7.943917811E-2,5.850382149E-2,1.519289017E-1
3.236103140E1,-4.618148506E-2,4.174069688E-2,5.948638916E-2
3.237119376E1,-1.623332500E-2,2.168876678E-2,-2.900218964E-2
3.238135611E1,1.015539467E-2,-1.005423814E-2,-8.996582031E-2
3.239151847E1,2.003155649E-2,-3.369868547E-2,-8.846187592E-2
3.240168082E1,7.502138615E-4,-3.011768125E-2,-6.330108643E-2
3.241184317E1,-3.063318133E-2,-1.439163461E-2,-1.493453979E-2
3.242200552E1,-6.074716151E-2,1.072791591E-2,3.739643097E-2
3.243216788E1,-5.031660199E-2,6.114802510E-2,5.571079254E-2
3.244233023E1,-2.413713932E-2,1.012951508E-1,4.539203644E-2
3.245249259E1,3.475531936E-3,1.291474402E-1,6.783485413E-3
3.246265494E1,1.829908788E-2,1.147971451E-1,-2.410888672E-2
3.247281729E1,1.592865586E-2,9.490244091E-2,-4.261970520E-2
3.248301016E1,1.555576921E-3,5.094075575E-2,-5.609703064E-2
3.249317252E1,-5.518615246E-3,2.322583087E-2,-5.039215088E-2
3.250333487E1,-3.142578900E-2,1.592599601E-2,-4.721355438E-2
3.251349722E1,-3.311680257E-2,6.831362844E-3,-2.514266968E-2
3.252365958E1,-1.106958091E-2,-2.471379936E-3,1.314258575E-2
3.253382193E1,-8.525505662E-3,8.630629629E-3,8.160781860E-2
3.254398428E1,-3.937879205E-2,9.095259011E-4,2.292404175E-1
3.255414664E1,-4.084703326E-2,1.828261837E-2,2.204437256E-1
3.256430899E1,-9.026825428E-4,3.485865146E-2,-7.916450500E-3
3.257447134E1,1.295933127E-2,3.431369364E-2,-1.801424026E-1
3.258463370E1,-1.664187014E-2,4.768144339E-2,-1.722173691E-1
3.259479605E1,-4.927612841E-2,5.383959040E-2,-7.238388062E-2
3.260495841E1,-4.637154937E-2,6.669723988E-2,-2.412796021E-4
3.261515128E1,-4.785160720E-2,8.007872850E-2,6.131458282E-2
3.262531363E1,-2.310416102E-2,7.447319478E-2,9.811687469E-2
3.263547598E1,1.711733639E-2,8.033060282E-2,9.647464752E-2
3.264563834E1,2.949427068E-2,5.019214004E-2,7.592678070E-2
3.265580069E1,1.010566950E-2,3.911315650E-2,4.625129700E-2
3.266596305E1,-2.306888998E-2,2.142342180E-2,-1.131916046E-2
3.267612540E1,-3.842218220E-2,3.072240949E-2,-7.966136932E-2
3.268628775E1,-2.925109863E-2,2.460324019E-2,-1.208019257E-1
3.269645011E1,-2.237559855E-2,2.716837078E-2,-1.115036011E-1
3.270661246E1,-3.967913985E-2,2.333582938E-2,-4.092025757E-2
3.271677481E1,-3.131873906E-2,2.174477279E-2,5.208492279E-2
3.272693717E1,-3.310027719E-2,3.548106551E-2,1.103324890E-1
3.273709952E1,-2.541811764E-2,4.462951422E-2,1.061086655E-1
3.274726187E1,-1.767198741E-2,4.954996705E-2,5.231380463E-2
3.275745474E1,-1.456360519E-2,6.783452630E-2,-2.925872803E-3
3.276761710E1,-2.543568611E-2,7.887323201E-2,-4.771709442E-2
3.277777945E1,-2.884636819E-2,7.892940938E-2,-7.999515533E-2
3.278794180E1,-2.729587257E-2,4.484958947E-2,-6.670188904E-2
3.279810416E1,-1.161541045E-2,2.194750309E-2,-2.995777130E-2
3.280826651E1,-1.750726998E-2,-4.734337330E-3,1.798057556E-2
3.281842886E1,-2.557443082E-2,-1.706430316E-2,6.746196747E-2
3.282859122E1,-3.092028201E-2,-1.600159705E-2,8.298683167E-2
3.283875357E1,-1.952268183E-2,1.203653216E-2,5.803489685E-2
3.284891593E1,-2.478541434E-2,3.139930964E-2,1.222896576E-2
3.285910880E1,-1.110513508E-2,3.565233946E-2,-3.756141663E-2
3.286927115E1,-5.015209317E-3,5.875225365E-2,-6.755924225E-2
3.287943350E1,7.206350565E-4,6.537236273E-2,-6.867504120E-2
3.288959586E1,-1.018150151E-2,5.370375514E-2,-3.193664551E-2
3.289975821E1,-8.884415030E-3,4.737988114E-2,-2.855300903E-3
3.290992056E1,-1.899591088E-2,3.408890963E-2,3.518486023E-2
3.292008292E1,-2.397039533E-2,6.284654140E-3,8.440494537E-2
3.293024527E1,-1.697176695E-2,1.282066107E-3,9.493541718E-2
3.294040762E1,-2.679502964E-2,1.857817173E-2,6.028842926E-2
3.295056998E1,-2.471986413E-2,3.471764922E-2,-6.799697876E-3
3.296076285E1,8.197724819E-4,4.817980528E-2,-3.016185760E-2
3.297092520E1,-1.939862967E-2,4.024484754E-2,5.940437317E-3
3.298108756E1,-4.209244251E-2,4.631996155E-2,4.122257233E-2
3.299124991E1,-2.436824143E-2,6.366717815E-2,-5.414199829E-2
3.300141226E1,5.829572678E-3,4.840949178E-2,-1.689920425E-1
3.301157462E1,5.117502809E-2,3.501284122E-2,-1.777420044E-1
3.302173697E1,3.932119906E-2,1.609361172E-2,-6.804847717E-2
3.303189932E1,-2.743077278E-2,-1.443150640E-2,1.389694214E-1
3.304206168E1,-7.008461654E-2,-1.368930936E-2,1.505537033E-1
3.305222403E1,-4.309141636E-2,3.465822339E-2,-6.242847443E-2
3.306238638E1,5.350738764E-3,7.062977552E-2,-2.243070602E-1
3.307254874E1,-3.650069237E-3,7.241016626E-2,-1.185445786E-1
3.308271109E1,-3.742815554E-2,8.447101712E-2,1.436080933E-1
3.309287344E1,-5.832539499E-2,7.337191701E-2,2.425985336E-1
3.310303580E1,-6.268046796E-2,4.773372412E-2,1.248693466E-1
3.311322867E1,-4.021425545E-2,4.183608294E-2,-4.279422760E-2
3.312339102E1,-1.308275759E-2,2.416002750E-2,-1.438083649E-1
3.313355338E1,3.804787993E-3,-4.095286131E-3,-1.414051056E-1
3.314371573E1,1.358562708E-2,-1.659736037E-2,-6.573867798E-2
3.315387808E1,-1.522319019E-2,-3.107622266E-2,1.570034027E-2
3.316404044E1,-3.451482952E-2,-2.486950159E-2,6.735038757E-2
3.317420279E1,-6.189604104E-2,1.291874051E-2,6.386661530E-2
3.318436514E1,-4.655598104E-2,5.350184441E-2,5.089473724E-2
3.319452750E1,-2.803520858E-2,8.776023984E-2,3.103637695E-2
3.320468985E1,-3.879189491E-3,1.021014452E-1,6.744384766E-3
3.321485220E1,1.006463170E-2,9.489166737E-2,-1.245498657E-2
3.322501456E1,7.425710559E-3,6.933906674E-2,-2.660179138E-2
3.323520743E1,1.002241671E-2,4.016825557E-2,-2.393245697E-2
3.324536978E1,-1.103445888E-3,1.873576641E-2,-1.182365417E-2
3.325553214E1,-1.177667081E-2,9.416773915E-3,1.428508759E-2
3.326569449E1,-1.509946585E-2,4.029378295E-3,4.221916199E-2
3.327585684E1,-1.350603998E-2,1.401148736E-2,4.850101471E-2
3.328601920E1,1.176589727E-2,2.950868011E-2,1.445007324E-2
3.329618155E1,8.136704564E-3,2.948802710E-2,5.670928955E-2
3.330634390E1,-4.504157603E-2,1.636153460E-2,1.429376602E-1
3.331650626E1,-3.741216660E-2,3.492996097E-2,7.636070251E-2
3.332666861E1,1.608060300E-2,3.377255797E-2,-1.165838242E-1
3.333683097E1,1.179672778E-2,5.312976241E-2,-2.115316391E-1
3.334699332E1,-3.610230982E-2,7.022672892E-2,-1.560115814E-1
3.335718619E1,-5.375716090E-2,7.304601371E-2,-5.658626556E-2
3.336734854E1,-5.743336678E-2,6.778681278E-2,2.704715729E-2
3.337751090E1,-4.438662529E-2,6.730440259E-2,8.089637756E-2
3.338767325E1,-1.528087258E-2,6.606978178E-2,8.653163910E-2
3.339783560E1,1.488634944E-2,5.411648005E-2,6.841659546E-2
3.340799796E1,2.469910681E-2,3.658050299E-2,5.766582489E-2
3.341816031E1,-3.911986947E-3,2.322050929E-2,3.996753693E-2
3.342832266E1,-3.166511655E-2,3.088546544E-2,-5.717277527E-3
3.343848502E1,-4.391124845E-2,3.365218639E-2,-6.953144073E-2
3.344864737E1,-3.163231909E-2,3.933211416E-2,-8.259487152E-2
3.345880972E1,-3.121051192E-2,4.305789620E-2,-2.682876587E-2
3.346900260E1,-3.329750896E-2,5.867649615E-2,3.979015350E-2
3.347916495E1,-2.353630960E-2,6.871921569E-2,7.206439972E-2
3.348932730E1,-1.630769670E-2,7.529318333E-2,5.184364319E-2
3.349948966E1,-2.106615901E-2,7.179401815E-2,-1.120567322E-3
3.350965201E1,-3.056213260E-2,7.338544726E-2,-4.129791260E-2
3.351981436E1,-3.502137959E-2,6.180624291E-2,-6.898689270E-2
3.352997672E1,-4.617263377E-2,4.935484007E-2,-6.072139740E-2
3.354013907E1,-3.819149733E-2,5.704645067E-2,-2.662181854E-2
3.355030142E1,-3.289076686E-2,4.383591935E-2,1.636791229E-2
